report_id,reported_at,resolved_at,issue_type,severity,lat,lon,street_name,channel,estimated_impact_cost,district_hint,resolution_days,is_unresolved,report_month,report_week,severity_band,district
MR215828,2024-06-25 08:27:49,,pothole near crossing,4.0,37.72159077096868,-122.433027039632,Market St,email,554.87,D03,631.0,True,2024-06,2024-06-24/2024-06-30,high,Civic East
MR206471,2024-06-25 08:44:21,,broken traffic light,4.0,37.761201,-122.4719,Elm St,app,1825.48,D02,631.0,True,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR201858,2024-06-25 09:09:03,2024-06-26 23:28:55,bus stop damage,2.0,37.81646175584413,-122.450535296819,Harbor Ave,app,975.69,D10,1.0,False,2024-06,2024-06-24/2024-06-30,low,Medical Quarter
MR208370,2024-06-25 11:02:52,2024-07-11 12:51:29,broken traffic light,4.0,37.70646816020216,-122.53895221335,Broadway,web,956.05,D09,16.0,False,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR206804,2024-06-25 12:59:37,2024-06-28 03:44:02,missing sign,2.0,37.82801668945287,-122.509904351435,River Rd,phone,211.0,D09,2.0,False,2024-06,2024-06-24/2024-06-30,low,West Junction
MR209876,2024-06-25 15:00:27,,blocked lane,5.0,37.71447370298174,-122.476166631243,,web,1407.45,D02,630.0,True,2024-06,2024-06-24/2024-06-30,high,Old Market
MR205210,2024-06-25 16:56:57,2024-06-28 14:38:50,blocked lane,2.0,37.70780141952672,-122.399589168779,Harbor Ave,app,,D04,2.0,False,2024-06,2024-06-24/2024-06-30,low,Civic East
MR221859,2024-06-25 22:47:10,2024-06-27 21:44:14,broken traffic light,4.0,37.75188150152986,-122.368594256707,,phone,,D08,1.0,False,2024-06,2024-06-24/2024-06-30,high,Riverside
MR209754,2024-06-26 00:18:02,2024-07-08 03:38:46,blocked lane,4.0,37.70868008240904,-122.544764193897,Broadway,email,2146.59,D01,12.0,False,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR220203,2024-06-26 02:35:00,2024-07-01 19:29:06,bus stop damage,1.0,37.771848244890585,-122.399929150182,Maple Dr,web,917.59,D08,5.0,False,2024-06,2024-06-24/2024-06-30,low,Riverside
MR220598,2024-06-26 03:31:00,,bus stop damage,3.0,37.799060439083526,-122.391476298743,Broadway,app,608.85,D08,630.0,True,2024-06,2024-06-24/2024-06-30,medium,Airport Link
MR211118,2024-06-26 07:34:42,,missing sign,4.0,37.69946472944663,-122.406232735875,Grant St,PHONE,,D03,630.0,True,2024-06,2024-06-24/2024-06-30,high,Civic East
MR213701,2024-06-26 07:56:09,2024-07-03 01:37:32,broken traffic light,4.0,37.7639192179075,-122.5231181622,Grant St,app,1716.24,D05,6.0,False,2024-06,2024-06-24/2024-06-30,high,University
MR205138,2024-06-26 09:04:57,,pothole near crossing,5.0,37.7600863756093,-122.508305409556,Transit Way,app,553.87,D05,630.0,True,2024-06,2024-06-24/2024-06-30,high,University
MR204265,2024-06-26 10:24:36,2024-07-06 12:32:26,unsafe crossing,1.0,37.82819170868425,-122.42381714842,Broadway,app,,D04,10.0,False,2024-06,2024-06-24/2024-06-30,low,Medical Quarter
MR203402,2024-06-26 10:48:10,2024-07-01 03:50:25,unsafe crossing,4.0,37.70756643636594,-122.515383539201,Cedar Rd,app,1030.84,D01,4.0,False,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR201841,2024-06-26 14:16:27,,bus stop damage,5.0,37.799,-122.4287,River Rd,app,1541.11,D11,629.0,True,2024-06,2024-06-24/2024-06-30,high,Medical Quarter
MR219883,2024-06-26 14:26:49,2024-06-30 00:00:00,missing sign,2.0,37.818,-122.487,Harbor Ave,web,337.99,D06,3.0,False,2024-06,2024-06-24/2024-06-30,low,North Commons
MR219803,2024-06-26 16:27:47,2024-06-28 13:55:25,missing sign,2.0,37.76163033532038,-122.518111121474,Market St,web,313.16,D05,1.0,False,2024-06,2024-06-24/2024-06-30,low,University
MR216013,2024-06-26 17:15:43,,blockd lane,5.0,37.8249,-122.35432,Cedar Rd,app,2748.51,D12,629.0,True,2024-06,2024-06-24/2024-06-30,high,Airport Link
MR205294,2024-06-26 20:09:00,2024-07-03 01:53:24,broken traffic light,3.0,37.83228211794948,-122.428488387685,Cedar Rd, call center ,1686.36,D10,6.0,False,2024-06,2024-06-24/2024-06-30,medium,Medical Quarter
MR209711,2024-06-26 20:09:57,,blocked lane,4.0,37.702577919738346,-122.374733190033,Grant St,app,1744.31,D04,629.0,True,2024-06,2024-06-24/2024-06-30,high,Bayview
MR209736,2024-06-26 20:51:37,2024-07-25 01:16:17,blocked lane,4.0,37.7774532200081,-122.473219304006,River Rd,email,1492.16,D06,28.0,False,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR200544,2024-06-26 22:09:34,2024-07-07 05:40:38,missing sign,2.0,37.765023,-122.4829,River Rd,app,417.78,D06,10.0,False,2024-06,2024-06-24/2024-06-30,low,Central Exchange
MR201289,2024-06-27 00:00:00,2024-07-02 01:50:16,sidewalk obstruction,3.0,37.81918724208072,-122.478481128501,Maple Dr,app,216.39,D10,5.0,False,2024-06,2024-06-24/2024-06-30,medium,North Commons
MR206937,2024-06-27 00:06:36,,missing sign,3.0,37.82692532060525,-122.491035473673,Maple Dr,phone,292.09,D04,629.0,True,2024-06,2024-06-24/2024-06-30,medium,North Commons
MR211684,2024-06-27 01:00:46,2024-07-11 17:08:16,unsafe crossng,4.0,37.76221589737663,-122.399929150182,Cedar Rd,phone,1112.99,D08,14.0,False,2024-06,2024-06-24/2024-06-30,high,Riverside
MR201685,2024-06-27 01:29:02,,unsafe crossing,4.0,37.79544,-122.3845,Grant St,phone,1951.68,D12,629.0,True,2024-06,2024-06-24/2024-06-30,high,Airport Link
MR204762,2024-06-27 03:02:30,,pothole near crossing,3.0,37.77665463910058,-122.417555201765,Maple Dr,app,707.49,D06,629.0,True,2024-06,2024-06-24/2024-06-30,medium,Midtown
MR215220,2024-06-27 05:59:42,2024-03-07 12:38:00,pothole near crossing,4.0,37.75230710265183,-122.434272230895,,app,378.64,D07,-112.0,False,2024-06,2024-06-24/2024-06-30,high,Midtown
MR220592,2024-06-27 06:16:45,2024-07-03 17:40:21,blocked lane,5.0,37.70540482674878,-122.523500703139,,web,2414.03,D01,6.0,False,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR206955,2024-06-27 07:02:03,2024-07-02 17:40:00,sidewalk obstruction,1.0,37.71695,-122.46568,Cedar Rd,phone,428.42,D02,5.0,False,2024-06,2024-06-24/2024-06-30,low,Old Market
MR214048,2024-06-27 07:03:08,,broken traffic light,4.0,37.82584195053667,-122.446608046931,Maple Dr,app,2334.62,D11,629.0,True,2024-06,2024-06-24/2024-06-30,high,Medical Quarter
MR218263,2024-06-27 12:40:00,2024-06-28 17:58:46,sidewalk obstruction,2.0,37.70001,-122.416,,web,292.21,D03,1.0,False,2024-06,2024-06-24/2024-06-30,low,Civic East
MR220246,2024-06-27 13:11:09,2024-07-09 05:25:28,broken traffic light,5.0,37.8085343499431,-122.531906333507,Hillcrest Ave,web,1564.5,D09,11.0,False,2024-06,2024-06-24/2024-06-30,high,West Junction
MR202016,2024-06-27 16:41:17,2024-07-04 14:41:19,sidewalk obstruction,5.0,37.76439232822914,-122.483954252566,,web,,D06,6.0,False,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR209303,2024-06-27 17:27:42,2024-07-03 18:43:21,blockd lane,4.0,37.69245223910332,-122.40222918968,Elm St,web,816.52,D03,6.0,False,2024-06,2024-06-24/2024-06-30,high,Civic East
MR212563,2024-06-27 17:48:00,2024-07-12 19:33:34,unsafe crossing,2.0,37.75609606980026,-122.480454289279,,web,1243.97,D06,15.0,False,2024-06,2024-06-24/2024-06-30,low,Central Exchange
MR205866,2024-06-27 18:23:34,2024-06-29 10:40:00,blocked lane,3.0,37.7084,-122.39959,Elm St,web,1771.13,D04,1.0,False,2024-06,2024-06-24/2024-06-30,medium,Civic East
MR215265,2024-06-27 21:05:34,2024-07-11 22:19:00,unsafe crossing,3.0,37.75413963210289,-122.394786184001,Market St,app,847.03,,14.0,False,2024-06,2024-06-24/2024-06-30,medium,Riverside
MR208380,2024-06-27 23:25:45,2024-06-29 00:00:00,blocked lane,4.0,37.716294571068566,-122.436324874306,Hillcrest Ave,email,1528.09,D03,1.0,False,2024-06,2024-06-24/2024-06-30,high,Civic East
MR214615,2024-06-27 23:45:04,2024-07-05 01:08:57,broken traffic light,3.0,37.753996760965634,-122.384457669423,Union Blvd,app,1739.24,D08,7.0,False,2024-06,2024-06-24/2024-06-30,medium,Riverside
MR211753,2024-06-28 00:54:00,2024-07-08 09:41:12,unsafe crossing,5.0,37.77953868887094,-122.523420641273,Union Blvd,app,2020.13,D05,10.0,False,2024-06,2024-06-24/2024-06-30,high,University
MR206302,2024-06-28 00:57:58,,bus stop damage,3.0,37.73941585863244,-122.381784590692,Elm St,app,1049.34,D08,628.0,True,2024-06,2024-06-24/2024-06-30,medium,Riverside
MR218332,2024-06-28 03:28:41,,sidewalk obstruction,3.0,37.79847454437779,-122.501955954057,Market St,app,296.9,D09,628.0,True,2024-06,2024-06-24/2024-06-30,medium,West Junction
MR202141,2024-06-28 06:58:00,2024-07-01 15:22:13,sidewalk obstruction,2.0,37.68928085795649,-122.53113934438,Elm St,app,333.58,D01,3.0,False,2024-06,2024-06-24/2024-06-30,low,Harbor North
MR211195,2024-06-28 07:40:38,2024-06-30 23:49:00,blocked lane,4.0,37.80888335792789,-122.363334005793,Grant St,app,1078.57,D03,2.0,False,2024-06,2024-06-24/2024-06-30,high,Airport Link
MR218740,2024-06-28 10:42:27,2024-07-10 19:08:05,blocked lane,4.0,37.72145022632444,-122.433500090533,Broadway,email,,D03,12.0,False,2024-06,2024-06-24/2024-06-30,high,Civic East
MR216960,2024-06-28 10:45:41,,pothole near crossing,3.0,37.82101,-122.547,Transit Way,,488.06,D09,628.0,True,2024-06,2024-06-24/2024-06-30,medium,West Junction
MR220043,2024-06-28 11:58:00,,missing sign,2.0,37.76803307731558,-122.484751567846,Broadway,app,324.78,D06,627.0,True,2024-06,2024-06-24/2024-06-30,low,Central Exchange
MR208120,2024-06-28 12:49:41,2024-08-02 16:49:40,broken traffic light,4.0,37.757110511492925,-122.500413075343,Maple Dr,app,2363.97,D04,35.0,False,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR221908,2024-06-28 13:11:05,2024-06-29 10:38:59,obstructed sidewalk,3.0,37.71,-122.46963,Hillcrest Ave,app,,D02,0.0,False,2024-06,2024-06-24/2024-06-30,medium,Old Market
MR202073,2024-06-28 14:07:40,,missing sign,3.0,37.699013901061534,-122.485526167352,Broadway,app,386.71,D02,627.0,True,2024-06,2024-06-24/2024-06-30,medium,Old Market
MR214074,2024-06-28 14:19:04,2024-07-08 17:32:25,blocked lane,4.0,37.69990024928653,-122.446481563017,River Rd,app,1067.85,D03,10.0,False,2024-06,2024-06-24/2024-06-30,high,Old Market
MR201697,2024-06-28 15:23:11,2024-06-29 22:11:25,missing sign,3.0,37.81089069843758,-122.365704072968,River Rd,web,,D12,1.0,False,2024-06,2024-06-24/2024-06-30,medium,Airport Link
MR200694,2024-06-28 15:26:09,,pothole near crossing,4.0,37.704250301609314,-122.504018935566,River Rd,phone,558.32,D05,627.0,True,2024-06,2024-06-24/2024-06-30,high,Old Market
MR214569,2024-06-28 15:48:37,2024-07-01 01:36:13,missing sign,1.0,37.83001491446924,-122.390751987277,Broadway,email ,303.79,D11,2.0,False,2024-06,2024-06-24/2024-06-30,low,Airport Link
MR200903,2024-06-28 17:25:59,2024-07-03 04:45:41,blocked lane,2.0,37.80517932784448,-122.514062531782,Pine Ave,web,859.66,D09,4.0,False,2024-06,2024-06-24/2024-06-30,low,West Junction
MR209758,2024-06-28 18:18:23,2024-07-11 17:01:24,unsafe crossing,4.0,37.75746226839143,-122.468144195287,Elm St,phone,1213.48,D06,12.0,False,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR202499,2024-06-28 19:41:48,2024-07-04 07:24:37,broken traffic light,5.0,37.71406932436161,-122.503965340485,Harbor Ave,web,2937.42,D06,5.0,False,2024-06,2024-06-24/2024-06-30,high,Old Market
MR214575,2024-06-28 21:27:30,2024-07-11 04:47:00,pothole near crossing,1.0,37.8183,-122.521,River Rd,app,393.62,D09,12.0,False,2024-06,2024-06-24/2024-06-30,low,West Junction
MR213781,2024-06-28 21:55:12,,unsafe crossing,4.0,37.8207,-122.367266,Grant St,app,1221.42,D12,627.0,True,2024-06,2024-06-24/2024-06-30,high,Airport Link
MR200345,2024-06-28 23:07:30,,pothole near crossing,3.0,37.708579024938864,-122.541142325053,Market St,web,600.87,D01,627.0,True,2024-06,2024-06-24/2024-06-30,medium,Harbor North
MR200148,2024-06-29 00:00:00,2024-07-05 14:24:03,pothole near crossing,4.0,37.758529516344105,-122.388485821793,,phone,484.44,D08,6.0,False,2024-06,2024-06-24/2024-06-30,high,Riverside
MR210955,2024-06-29 07:23:00,,bus stop damage,5.0,37.816835,-122.43981,Hillcrest Ave,app,1442.81,,627.0,True,2024-06,2024-06-24/2024-06-30,high,Medical Quarter
MR212295,2024-06-29 07:48:14,2024-07-07 15:58:00,busstop damage,3.0,37.77478004665108,-122.415097259107,,app,1540.05,,8.0,False,2024-06,2024-06-24/2024-06-30,medium,Midtown
MR206924,2024-06-29 08:56:44,2024-07-01 12:24:37,unsafe crossing,5.0,37.73756203537344,-122.434981145594,Cedar Rd,app,1644.98,D07,2.0,False,2024-06,2024-06-24/2024-06-30,high,Midtown
MR202473,2024-06-29 12:44:58,2024-07-03 00:00:00,sidewalk obstruction,4.0,37.82042282454466,-122.438991834874,Pine Ave,email,287.4,D07,3.0,False,2024-06,2024-06-24/2024-06-30,high,Medical Quarter
MR217884,2024-06-29 15:02:40,,blocked lane,5.0,37.74948819599164,-122.361960481459,Harbor Ave,app,1662.7,,626.0,True,2024-06,2024-06-24/2024-06-30,high,Riverside
MR201455,2024-06-29 15:06:00,,bus stop damage,5.0,37.71197,-122.548,Grant St,app,711.89,D01,626.0,True,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR210587,2024-06-29 15:32:40,2024-07-03 06:02:29,missing sign,2.0,37.78566748712968,-122.506400074072,Transit Way,web,176.37,D05,3.0,False,2024-06,2024-06-24/2024-06-30,low,University
MR214682,2024-06-29 16:20:08,2024-07-08 11:25:57,pothole near crossing,2.0,37.761,-122.399929,Transit Way,web,208.67,D08,8.0,False,2024-06,2024-06-24/2024-06-30,low,Riverside
MR200425,2024-06-29 16:25:55,,unsafe crossing,4.0,37.69477108981896,-122.510730167212,River Rd,phone,1416.03,D01,626.0,True,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR201218,2024-06-29 19:00:41,2024-01-07 17:24:00,broken traffic light,3.0,37.70814102968328,-122.44231508454,River Rd,app,1063.86,D03,-175.0,False,2024-06,2024-06-24/2024-06-30,medium,Civic East
MR212305,2024-06-29 19:40:54,2024-07-05 20:10:27,pothole near crossing,2.0,37.708995,-122.5301,Grant St,,313.73,D01,6.0,False,2024-06,2024-06-24/2024-06-30,low,Harbor North
MR205626,2024-06-29 19:49:36,2024-07-02 17:57:00,missing sign,3.0,37.8245238752873,-122.349141722007,Maple Dr,web,,D12,2.0,False,2024-06,2024-06-24/2024-06-30,medium,Airport Link
MR220564,2024-06-29 21:59:10,2024-07-15 18:31:40,blocked lane,5.0,37.70623909550971,-122.476508692224,Union Blvd,app,,D02,15.0,False,2024-06,2024-06-24/2024-06-30,high,Old Market
MR211616,2024-06-29 22:04:31,,broken traffic light,4.0,37.776,-122.492,,app,3178.44,D10,626.0,True,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR217405,2024-06-29 22:50:25,,sidewalk obstruction,3.0,37.69379164233224,-122.511045142391,Market St,phone,321.14,D01,626.0,True,2024-06,2024-06-24/2024-06-30,medium,Harbor North
MR209694,2024-06-29 23:49:00,2024-07-03 17:50:00,blocked lane,5.0,37.69053712430275,-122.398249873551,Grant St,phone,2082.62,D03,3.0,False,2024-06,2024-06-24/2024-06-30,high,Bayview
MR200809,2024-06-29 23:53:45,,blocked lane,2.0,37.80064918810152,-122.470705328851,Union Blvd,PHONE,1382.26,D10,626.0,True,2024-06,2024-06-24/2024-06-30,low,North Commons
MR220478,2024-06-30 00:00:00,2024-07-15 09:52:52,unsafe crossing,2.0,37.8218739541303,-122.415553709588,Grant St,Web Form,,D12,15.0,False,2024-06,2024-06-24/2024-06-30,low,Medical Quarter
MR202940,2024-06-30 00:00:00,2024-07-06 17:46:00,sidewalk obstruction,4.0,37.71177997988463,-122.379781066017,,Web Form,356.81,D04,6.0,False,2024-06,2024-06-24/2024-06-30,high,Bayview
MR205235,2024-06-30 00:07:21,2024-07-09 23:59:44,unsafe crossing,4.0,37.790820819786624,-122.527868893882,,phone,837.92,D09,9.0,False,2024-06,2024-06-24/2024-06-30,high,West Junction
MR207723,2024-06-30 00:40:04,,missing sign,4.0,37.75609957474632,-122.530482078439,,phone,480.33,D05,626.0,True,2024-06,2024-06-24/2024-06-30,high,University
MR201071,2024-06-30 02:42:28,2024-07-05 13:59:57,missing sign,2.0,37.74152466344578,-122.40058439379,Cedar Rd,email,163.19,D07,5.0,False,2024-06,2024-06-24/2024-06-30,low,Midtown
MR208728,2024-06-30 05:11:04,2024-07-07 20:20:31,unsafe crossing,5.0,37.75165564985701,-122.452619747935,Pine Ave,app,1532.96,D06,7.0,False,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR201462,2024-06-30 07:46:00,2024-07-04 05:49:46,broken traffic light,3.0,37.77190545414582,-122.359963264261,Grant St,app,1411.83,D08,3.0,False,2024-06,2024-06-24/2024-06-30,medium,Riverside
MR213573,2024-06-30 08:20:33,,unsafe crossing,5.0,37.79120491602578,-122.466663317458,Pine Ave,app,739.8,D10,626.0,True,2024-06,2024-06-24/2024-06-30,high,North Commons
MR209025,2024-06-30 08:41:06,2024-07-22 12:15:48,bus stop damage,3.0,37.78721012317125,-122.469925991561,Broadway,email ,1375.33,D06,22.0,False,2024-06,2024-06-24/2024-06-30,medium,Central Exchange
MR217552,2024-06-30 12:03:04,2024-07-04 23:15:44,unsafe crossing,3.0,37.76488,-122.421,Broadway,app,1329.69,D07,4.0,False,2024-06,2024-06-24/2024-06-30,medium,Midtown
MR215455,2024-06-30 13:07:47,2024-07-08 19:56:21,unsafe crossing,5.0,37.80008009444072,-122.48051786926,Broadway, call center ,932.6,,8.0,False,2024-06,2024-06-24/2024-06-30,high,North Commons
MR214058,2024-06-30 17:06:04,2024-07-11 17:33:13,unsafe crossing,3.0,37.77448190943151,-122.479753954559,Broadway,phone,806.74,,11.0,False,2024-06,2024-06-24/2024-06-30,medium,Central Exchange
MR220529,2024-06-30 17:56:11,2024-07-07 15:37:05,sidewalk obstruction,4.0,37.73,-122.434,Transit Way,email,,D07,6.0,False,2024-06,2024-06-24/2024-06-30,high,Midtown
MR221591,2024-06-30 19:16:36,,unsafe crossing,5.0,37.76708,-122.50161,Broadway,web,2116.37,D06,625.0,True,2024-06,2024-06-24/2024-06-30,high,Central Exchange
MR219693,2024-06-30 19:54:00,,unsafe crossing,4.0,37.82171009383542,-122.375789671425,Broadway,web,1140.03,D12,625.0,True,2024-06,2024-06-24/2024-06-30,high,Airport Link
MR207418,2024-06-30 20:54:55,2024-07-09 18:27:00,sidewalk obstruction,5.0,37.75697830888053,-122.44216939702,Hillcrest Ave,web,363.01,D07,8.0,False,2024-06,2024-06-24/2024-06-30,high,Midtown
MR203841,2024-06-30 22:00:00,2024-07-12 04:41:21,unsafe crossing,3.0,37.70807354154596,-122.503611487982,Broadway,web,,D01,11.0,False,2024-06,2024-06-24/2024-06-30,medium,Old Market
MR201620,2024-06-30 22:28:26,,broken traffic light,4.0,37.811993665450615,-122.522417880624,Pine Ave,phone,,D10,625.0,True,2024-06,2024-06-24/2024-06-30,high,West Junction
MR215283,2024-06-30 23:49:31,2024-07-11 07:12:51,unsafe crossing,4.0,37.69509749434308,-122.527592595588,Maple Dr,app,1449.45,D01,10.0,False,2024-06,2024-06-24/2024-06-30,high,Harbor North
MR212159,2024-07-01 00:00:00,,broken traffic light,5.0,37.71651673754689,-122.484570001015,Grant St,web,2404.19,D02,625.0,True,2024-07,2024-07-01/2024-07-07,high,Old Market
MR219230,2024-07-01 05:11:34,2024-07-09 18:27:28,blocked lane,5.0,37.82026500693347,-122.503926004976,Elm St,phone,2395.3,D10,8.0,False,2024-07,2024-07-01/2024-07-07,high,West Junction
MR208695,2024-07-01 06:25:47,2024-07-09 19:28:04,blocked lane,4.0,37.75303025861654,-122.375045520827,Maple Dr,email,,D08,8.0,False,2024-07,2024-07-01/2024-07-07,high,Riverside
MR219384,2024-07-01 07:41:54,2024-07-03 14:16:00,pothole near crossing,3.0,37.80783129237099,-122.521359602513,Grant St,app,,D09,2.0,False,2024-07,2024-07-01/2024-07-07,medium,West Junction
MR212801,2024-07-01 08:57:29,,pothole near crossing,2.0,37.7969,-122.5143,Pine Ave,web,620.35,D09,625.0,True,2024-07,2024-07-01/2024-07-07,low,West Junction
MR201572,2024-07-01 09:47:24,2024-07-16 18:12:32,unsafe crossing,4.0,37.75467972230541,-122.360352408098,River Rd, call center ,629.38,D05,15.0,False,2024-07,2024-07-01/2024-07-07,high,Riverside
MR220337,2024-07-01 11:09:47,2024-07-09 05:36:38,unsafe crossing,5.0,37.73659569989089,-122.405900958585,Harbor Ave,email ,,D07,7.0,False,2024-07,2024-07-01/2024-07-07,high,Midtown
MR211564,2024-07-01 12:19:23,,missing sign,4.0,37.80042952371446,-122.450416644766,Transit Way,web,,D11,624.0,True,2024-07,2024-07-01/2024-07-07,high,North Commons
MR209158,2024-07-01 12:23:44,2024-07-08 21:05:46,bus stop damage,5.0,37.754949961577,-122.436909318672,,app,556.67,D09,7.0,False,2024-07,2024-07-01/2024-07-07,high,Midtown
MR211860,2024-07-01 14:13:43,2024-07-05 13:05:58,unsafe crossing,3.0,37.717,-122.499,,app,1679.91,D02,3.0,False,2024-07,2024-07-01/2024-07-07,medium,Old Market
MR212519,2024-07-01 14:17:46,,missing sign,2.0,37.78358907832171,-122.534669440841,Transit Way,web,314.68,D05,624.0,True,2024-07,2024-07-01/2024-07-07,low,University
MR221087,2024-07-01 22:00:00,2024-10-01 00:41:00,blocked lane,3.0,37.81154819077613,-122.380122498557,River Rd,web,1574.14,D12,91.0,False,2024-07,2024-07-01/2024-07-07,medium,Airport Link
MR219108,2024-07-01 23:14:00,,blockd lane,4.0,37.744957973641526,-122.39962194038,Pine Ave,phone,1403.53,D07,624.0,True,2024-07,2024-07-01/2024-07-07,high,Midtown
MR200141,2024-07-02 00:00:00,2024-07-16 18:17:25,blocked lane,5.0,37.76192990748152,-122.421129846782,Broadway,app,,D07,14.0,False,2024-07,2024-07-01/2024-07-07,high,Midtown
MR206965,2024-07-02 00:00:00,2024-07-10 09:23:51,blocked lane,5.0,37.76062713627118,-122.379724791508,Hillcrest Ave,email,1277.56,,8.0,False,2024-07,2024-07-01/2024-07-07,high,Riverside
MR214711,2024-07-02 00:00:00,2024-07-06 09:36:33,unsafe crossing,4.0,37.71737891518161,-122.357839505785,Grant St,web,1259.05,D04,4.0,False,2024-07,2024-07-01/2024-07-07,high,Bayview
MR212490,2024-07-02 00:00:00,,broken traffic light,3.0,37.81236142516416,-122.424153608091,Cedar Rd,app,1984.74,D11,624.0,True,2024-07,2024-07-01/2024-07-07,medium,Medical Quarter
MR211762,2024-07-02 00:44:32,2024-07-03 00:00:00,pothole near crossing,3.0,37.760923249461854,-122.371780583326,Cedar Rd,app,584.04,D08,0.0,False,2024-07,2024-07-01/2024-07-07,medium,Riverside
MR206967,2024-07-02 01:11:44,2024-07-07 18:07:06,pothole near crossing,3.0,37.78545880511994,-122.374631001234,River Rd,app,550.21,D12,5.0,False,2024-07,2024-07-01/2024-07-07,medium,Airport Link
MR205393,2024-07-02 02:20:56,,unsafe crossing,3.0,37.81414178331749,-122.461245987648,Union Blvd,app,2363.97,,624.0,True,2024-07,2024-07-01/2024-07-07,medium,North Commons
MR217334,2024-07-02 02:32:35,2024-07-08 05:56:52,pothole near crossing,3.0,37.80729404521201,-122.371878089792,River Rd,phone,,D12,6.0,False,2024-07,2024-07-01/2024-07-07,medium,Airport Link
MR206614,2024-07-02 04:53:00,,unsafe crossing,2.0,37.82678919101116,-122.374855236694,Maple Dr,,978.49,D12,624.0,True,2024-07,2024-07-01/2024-07-07,low,Airport Link
MR210798,2024-07-02 05:06:04,,missing sign,4.0,37.73387440685782,-122.423156624125,Market St,app,266.24,D04,624.0,True,2024-07,2024-07-01/2024-07-07,high,Midtown
MR209569,2024-07-02 06:45:40,2024-07-10 08:07:52,missing sign,2.0,37.7094,-122.439452,Maple Dr,app,441.99,D03,8.0,False,2024-07,2024-07-01/2024-07-07,low,Civic East
MR220891,2024-07-02 07:16:00,,sidewalk obstruction,1.0,37.80789399362339,-122.39224465901,Pine Ave,web,190.89,D12,624.0,True,2024-07,2024-07-01/2024-07-07,low,Airport Link
MR212536,2024-07-02 09:23:14,,pothole near crossing,2.0,37.680656659193694,-122.482799529423,Grant St,phone,249.28,D02,624.0,True,2024-07,2024-07-01/2024-07-07,low,Old Market
MR206113,2024-07-02 09:25:07,2024-07-23 12:42:55,broken traffic light,4.0,37.77339703867298,-122.496800279109,Elm St,app,1672.17,D06,21.0,False,2024-07,2024-07-01/2024-07-07,high,Central Exchange
MR204188,2024-07-02 10:34:29,2024-07-16 15:48:45,broken traffic light,5.0,37.800381336276494,-122.442110140553,Market St,email,2028.82,D11,14.0,False,2024-07,2024-07-01/2024-07-07,high,Medical Quarter
MR221966,2024-07-02 11:03:14,2024-07-04 18:13:00,missing sign,3.0,37.78918526811226,-122.396855475257,Maple Dr,app,343.69,D12,2.0,False,2024-07,2024-07-01/2024-07-07,medium,Airport Link
MR204596,2024-07-02 11:46:07,2024-07-14 01:01:59,unsafe crossing,4.0,37.70862100506401,-122.518302275349,Union Blvd,app,959.21,D06,11.0,False,2024-07,2024-07-01/2024-07-07,high,Harbor North
MR221577,2024-07-02 12:13:56,2024-07-07 17:37:00,sidewalk obstruction,3.0,37.766486640376826,-122.526922701826,Hillcrest Ave,Web Form,551.46,D07,5.0,False,2024-07,2024-07-01/2024-07-07,medium,University
MR210218,2024-07-02 12:18:00,2024-02-13 05:31:29,blocked lane,2.0,37.82718397069283,-122.355409367435,River Rd,app,758.47,D12,-141.0,False,2024-07,2024-07-01/2024-07-07,low,Airport Link
MR209261,2024-07-02 13:08:54,,pothole near crossing,3.0,37.7583,-122.49657,Hillcrest Ave,web,567.88,D06,623.0,True,2024-07,2024-07-01/2024-07-07,medium,Central Exchange
MR220467,2024-07-02 16:57:00,,bus stop damage,3.0,37.70079551483008,-122.408920627979,Market St,app,681.97,D03,623.0,True,2024-07,2024-07-01/2024-07-07,medium,Civic East
MR212914,2024-07-02 18:05:13,2024-07-13 21:32:27,blocked lane,5.0,37.726420728084456,-122.36387763734,Pine Ave,app,1790.86,D04,11.0,False,2024-07,2024-07-01/2024-07-07,high,Bayview
MR218920,2024-07-02 18:59:00,,sidewalk obstruction,3.0,37.696,-122.527,Union Blvd,app,558.78,D01,623.0,True,2024-07,2024-07-01/2024-07-07,medium,Harbor North
MR213935,2024-07-02 20:33:01,2024-07-05 00:56:00,pothole near crossing,4.0,37.74836109775822,-122.426508874442,Maple Dr,email,,D07,2.0,False,2024-07,2024-07-01/2024-07-07,high,Midtown
MR210041,2024-07-02 22:34:42,2024-07-12 21:15:46,blocked lane,4.0,37.76050174404587,-122.45589028808,Grant St,web,1426.63,D06,9.0,False,2024-07,2024-07-01/2024-07-07,high,Central Exchange
